pos_sim,neg_sim,pos_neg_sim
0.4543535709381103,0.0422516167163848,0.2812036871910095
0.8877471685409546,0.7487199902534485,0.8370784521102905
0.0034515201114118,0.2077598720788955,0.1559377014636993
0.3752683997154236,0.8463166952133179,0.0722996741533279
0.6542726755142212,0.5743761658668518,0.8664829730987549
0.0881363749504089,0.4197421073913574,0.0404769107699394
0.1310563832521438,0.1306919455528259,0.1208954006433487
0.1699779331684112,0.0,0.0
0.5140454769134521,0.6127218008041382,0.5180508494377136
0.2712689638137817,0.1897911429405212,0.8803999423980713
0.1459705829620361,0.2532956004142761,0.2750595808029175
0.7576369047164917,0.7836465239524841,0.8802217245101929
0.0512223429977893,0.0387355238199234,0.4416159391403198
0.45429527759552,0.1452657729387283,0.8330101370811462
0.4411576390266418,0.4587041735649109,0.6120307445526123
0.3977767825126648,0.0,0.0
0.4161017537117004,0.0,0.0
0.7489097118377686,0.5452576875686646,0.5260910987854004
0.9983783960342408,0.971170961856842,0.9695960879325868
0.3902241289615631,0.3103466033935547,0.5565807223320007
0.7127938866615295,0.7566994428634644,0.7788607478141785
0.017588086426258,0.0,0.7374870777130127
0.9327160120010376,0.8864372968673706,0.950465202331543
0.1714401245117187,0.0656779110431671,0.0527501590549945
0.9416738748550416,0.9125542044639589,0.9703062176704408
0.3308427035808563,0.3947124481201172,0.6273232102394104
0.2378651052713394,0.0752057507634162,0.122534230351448
0.2782300114631653,0.2852623462677002,0.8515048027038574
0.3415917158126831,0.3288833200931549,0.9422749280929564
0.7348255515098572,0.75635826587677,0.7343311309814453
0.4855322241783142,0.4256885051727295,0.8835442066192627
0.5165219902992249,0.1592286825180053,0.6076942682266235
1.0,0.8422593474388123,0.8422593474388123
0.5790627002716064,0.5532264709472656,0.9341543316841124
0.774121880531311,0.7300310730934143,0.9700621962547302
0.880541205406189,0.7081948518753052,0.772225022315979
0.2440618574619293,0.2385405451059341,0.963196575641632
0.9999998807907104,0.8043718338012695,0.8043718934059143
0.7722470164299011,0.01196432672441,0.0149832507595419
0.1569810509681701,0.962663233280182,0.167624682188034
0.7708906531333923,0.8410625457763672,0.8785861134529114
0.8913706541061401,0.8173762559890747,0.7604674100875854
0.3650439977645874,0.5733651518821716,0.4597858786582947
0.7086019515991211,0.4146640300750732,0.3117189705371856
1.0,0.9503244757652284,0.9503244757652284
0.0530502572655677,0.053653635084629,0.9295915365219116
0.2176511734724044,0.2110396921634674,0.969623327255249
0.0574294701218605,0.0574294701218605,1.0
0.4769946038722992,0.4526088237762451,0.9633684158325196
0.7096522450447083,0.6653342843055725,0.8937063217163086
0.3830570578575134,0.3800197243690491,0.9426839351654052
0.7858935594558716,0.763141393661499,0.9681177735328674
0.0805082395672798,0.1899328529834747,0.0498494245111942
0.1528442949056625,0.1528442949056625,1.0000001192092896
0.7044241428375244,0.7634817361831665,0.8547017574310303
0.5630583763122559,0.5838480591773987,0.7407424449920654
0.510094404220581,0.3460563421249389,0.5612127780914307
0.2854369878768921,0.2732386291027069,0.990339994430542
0.9493494629859924,0.7453572750091553,0.7524053454399109
1.0,0.7950484752655029,0.7950484752655029
0.5741754770278931,0.5394806861877441,0.9776877760887146
0.4919747114181518,0.4723975658416748,0.9636632800102234
0.8632099628448486,0.4620503187179565,0.4743251204490661
0.5854880809783936,0.135498821735382,0.7160766124725342
0.5026702880859375,0.217352032661438,0.2739200890064239
1.0,0.8258554935455322,0.825855553150177
0.0163297690451145,0.1328022181987762,0.5677648186683655
0.3327711224555969,0.0468685701489448,0.0
0.1022021770477294,0.8814077973365784,0.0941690281033515
0.0219101831316947,0.0481285117566585,0.8815189599990845
0.696731448173523,0.518463134765625,0.5585052371025085
0.5295267105102539,0.4450041651725769,0.864203929901123
0.6850571036338806,0.6529379487037659,0.9120931625366212
0.8661792874336243,0.8720570802688599,0.97991281747818
0.4598473906517029,0.4598714113235473,0.5784260630607605
0.3200248777866363,0.1371439397335052,0.1038410440087318
0.5023058652877808,0.3611716032028198,0.6959636211395264
0.7513084411621094,0.1135105043649673,0.1304307878017425
0.9163235425949096,0.4832405745983124,0.5265982747077942
0.1807478964328766,0.1868400424718856,0.9011589884757996
0.7003517150878906,0.6904104351997375,0.8134487271308899
0.7797813415527344,0.7797813415527344,1.0
0.270314872264862,0.2580591142177582,0.910481572151184
1.0000001192092896,0.9291999340057372,0.9291999340057372
0.1054669171571731,0.2485646605491638,0.6143163442611694
0.111935555934906,0.3432559967041015,0.0387452095746994
0.0364899858832359,0.2168643176555633,0.4866231977939605
0.0,0.7511171102523804,0.0
0.5253767967224121,0.0187127143144607,0.0771958082914352
1.0,0.982852041721344,0.982852041721344
0.78570157289505,0.3198751807212829,0.0597158931195735
0.9901102781295776,0.4229193329811096,0.4187367558479309
0.2803862988948822,0.358102023601532,0.3795171678066253
0.4542057514190674,0.1084504723548889,0.1059489324688911
0.65195631980896,0.8066884279251099,0.5274268984794617
0.0291818119585514,0.0595784522593021,0.6016889214515686
1.0,0.9612600803375244,0.9612600803375244
0.1216809526085853,0.1607220470905304,0.6384404301643372
0.4586122632026672,0.5966622829437256,0.7665572166442871
0.2187677025794983,0.097664013504982,0.0802051872014999
0.0390490069985389,0.2670561075210571,0.0001383939525112
0.9357047080993652,0.9241647720336914,0.9884910583496094
0.1462584435939788,0.6121893525123596,0.5036572813987732
0.4388269186019897,0.0,0.0
0.8090037703514099,0.8475592136383057,0.9574835300445556
0.8811682462692261,0.1847195476293563,0.1942880004644394
0.7450342178344727,0.0767362564802169,0.056371197104454
0.7450342178344727,0.0767362564802169,0.056371197104454
0.2258475124835968,0.1491606384515762,0.4185960292816162
0.2295803427696228,0.1861141473054886,0.7464531064033508
0.6014705300331116,0.3290555477142334,0.7115100026130676
0.5444415211677551,0.2099659740924835,0.7869426012039185
0.5434689521789551,0.4016635417938232,0.8033533096313477
0.8360192179679871,0.8842803239822388,0.735433042049408
0.2216890454292297,0.4051740765571594,0.4828084111213684
0.4953532814979553,0.539885401725769,0.9020876288414
0.670509934425354,0.5160569548606873,0.6281743049621582
0.3133253455162048,0.3172674179077148,0.9922274351119996
0.5003480315208435,0.5003480315208435,1.0
0.3457734584808349,0.2438162267208099,0.7697041034698486
0.182131290435791,0.148766353726387,0.6511045694351196
0.1137440428137779,0.0940341427922248,0.8198834657669067
0.5955997705459595,0.4181662797927856,0.5398401021957397
0.7326232194900513,0.7090035676956177,0.9554648399353028
0.8892090320587158,0.6881427764892578,0.6282964944839478
0.243705078959465,0.2262282073497772,0.3873686790466308
0.8513506054878235,0.8309787511825562,0.835446834564209
0.4291432499885559,0.3189715147018432,0.6281844973564148
0.1150538772344589,0.9031712412834167,0.1155635714530944
0.9548925757408142,0.9471025466918944,0.9917691946029664
0.6873066425323486,0.6822196245193481,0.9939301013946532
0.1923727989196777,0.0481307730078697,0.5659224390983582
0.8068228960037231,0.8655919432640076,0.7113844156265259
0.7692087888717651,0.060263630002737,0.3066791594028473
0.4395481646060943,0.5029007196426392,0.5989048480987549
0.9232620000839232,0.8299093246459961,0.8210482597351074
0.1024554520845413,0.0804452821612358,0.7865842580795288
0.833925724029541,0.6608890295028687,0.7057985067367554
0.2234573066234588,0.1628933846950531,0.3553647696971893
0.5917345285415649,0.3111292719841003,0.8043916821479797
0.3020947575569153,0.0623415894806385,0.8874322175979614
0.0296267047524452,0.0256312880665063,0.7727586030960083
0.914495050907135,0.973685622215271,0.932761549949646
0.3347363471984863,0.3305370509624481,0.8903869390487671
0.7655330300331116,0.6932525634765625,0.9183692336082458
0.4845304489135742,0.4423028230667114,0.5121876001358032
0.796425461769104,0.9134864211082458,0.726272463798523
0.5533682107925415,0.0249171275645494,0.8159534931182861
0.0616107918322086,0.0685962215065956,0.9473304748535156
0.6723165512084961,0.4427760541439056,0.6506533026695251
0.602564811706543,0.3068442344665527,0.2774099111557007
0.9807343482971193,0.6508824229240417,0.6625711917877197
0.8768953084945679,0.8460017442703247,0.9528871774673462
0.8654282689094543,0.7385774850845337,0.831180989742279
0.7268953323364258,0.1857769638299942,0.2530430257320404
0.703417181968689,0.7011469006538391,0.798947811126709
0.4281781315803528,0.0214290004223585,0.209840178489685
0.9203383922576904,0.823213517665863,0.848889946937561
0.6132155656814575,0.5640060901641846,0.8895452618598938
1.0000001192092896,0.327811062335968,0.327811062335968
0.458894670009613,0.3883209824562073,0.597546398639679
0.368263304233551,0.202023446559906,0.8303905129432678
0.7219281196594238,0.5548867583274841,0.687424898147583
0.9205556511878968,0.8394157886505127,0.8935009837150574
0.9354186058044434,0.7000048160552979,0.7459010481834412
0.1431002020835876,0.0,0.1068731546401977
0.589849054813385,0.6406301259994507,0.7418177127838135
0.1946448534727096,0.0342605784535408,0.1087154597043991
0.6740878224372864,0.5280979871749878,0.944347620010376
0.3494561910629272,0.4332488775253296,0.5464496612548828
0.9640575051307678,0.925877332687378,0.8828744888305664
0.7357868552207947,0.0406502336263656,0.0382185652852058
0.6766527891159058,0.8772318363189697,0.6735571026802063
1.0000001192092896,0.5446343421936035,0.5446343421936035
0.0772210508584976,0.070830337703228,0.5631332397460938
0.5037552118301392,0.2509911358356476,0.3619875907897949
0.6599129438400269,0.6556310653686523,0.927787184715271
0.8584412336349487,0.6184302568435669,0.6484418511390686
0.0983053371310234,0.0971957743167877,0.9929987788200378
0.1367444694042205,0.4354572892189026,0.5896604061126709
0.7690058350563049,0.7638868689537048,0.9408242702484132
0.2885890305042267,0.048724602907896,0.5014908313751221
0.1345952302217483,0.5271825194358826,0.3690295815467834
0.1920138150453567,0.2044993042945861,0.2445412725210189
1.0,0.5076116323471069,0.5076116323471069
1.000000238418579,0.3880414962768554,0.3880414962768554
0.0722802430391311,0.0857112109661102,0.6939717531204224
0.7264427542686462,0.6318947076797485,0.8595696687698364
0.0,0.0,0.2087107300758361
0.8138494491577148,0.3751163482666015,0.4078367352485657
0.906669020652771,0.9039444327354432,0.8520625829696655
