pos_sim,neg_sim,pos_neg_sim
0.6734508275985718,0.6175535917282104,0.6982216835021973
0.9693596363067628,0.5848404169082642,0.579695999622345
0.2566668391227722,0.281467080116272,0.8844296336174011
0.7692321538925171,0.2197030186653137,0.1555248349905014
0.6802628040313721,0.4969914555549621,0.5971685647964478
0.5076502561569214,0.1794947385787964,0.1963463723659515
0.0929269641637802,0.6937415599822998,0.0859417021274566
0.2568882405757904,0.4655916094779968,0.1352470815181732
0.9715909957885742,0.7720706462860107,0.7985861301422119
0.6717046499252319,0.7904573678970337,0.6446732878684998
0.9119569063186646,0.619620680809021,0.6531240940093994
0.3464148342609405,0.3211322426795959,0.6300321221351624
0.8236346244812012,0.777093768119812,0.9293370842933656
0.7826622724533081,0.6207970380783081,0.7285865545272827
0.2812215685844421,0.2561713755130768,0.0895667225122451
0.8958017826080322,0.6863232851028442,0.6629184484481812
0.702338695526123,0.5494108200073242,0.2219227999448776
0.5883298516273499,0.5149819850921631,0.2758435010910034
0.6460543870925903,0.604259729385376,0.8381472826004028
0.5741055011749268,0.5546678900718689,0.960972547531128
0.778240442276001,0.1605563461780548,0.2104080915451049
0.2550130486488342,0.2377178370952606,0.484047532081604
0.6894156336784363,0.536252498626709,0.7094302177429199
0.7354040145874023,0.6897611618041992,0.884513795375824
0.866339385509491,0.3713615536689758,0.3524709343910217
0.037097830325365,0.3638343214988708,0.6782584190368652
0.8498250246047974,0.7664466500282288,0.8742373585700989
0.580904483795166,0.58132004737854,0.7422961592674255
0.4817840754985809,0.5785449743270874,0.5576293468475342
0.5678321719169617,0.6748391389846802,0.1812633872032165
0.8918466567993164,0.5831707715988159,0.6365804672241211
0.5537744760513306,0.4791455268859863,0.3218075633049011
0.1795737594366073,0.3384066224098205,0.1200617104768753
0.7894762754440308,0.551106333732605,0.6431521773338318
0.7891321182250977,0.4356732666492462,0.5289161801338196
0.1190473362803459,0.2727240324020386,0.110234834253788
0.6938799619674683,0.5299524664878845,0.1940217614173889
0.9231398105621338,0.7078136205673218,0.7099974751472473
0.3922336995601654,0.493012934923172,0.0907393246889114
0.4864346981048584,0.4937261939048767,0.688084065914154
0.8232244253158569,0.5490007996559143,0.6607300043106079
0.0729888081550598,0.0669801086187362,0.3788819909095764
0.7723724246025085,0.6491999626159668,0.8355197906494141
0.0711373090744018,0.0619605928659439,0.1049776971340179
0.7156963348388672,0.717125654220581,0.8508307933807373
0.7300825119018555,0.5642759799957275,0.7335625886917114
0.8774365186691284,0.7506635189056396,0.7458384037017822
0.3319443464279175,0.1298568546772003,0.0756248086690902
0.8388944864273071,0.6311248540878296,0.7391790151596069
0.9083858728408812,0.8279197812080383,0.9180942177772522
0.2915444672107696,0.3102020919322967,0.014573480002582
0.2775335311889648,0.32768315076828,0.507520318031311
0.0677558034658432,0.0669277608394622,0.0
0.676128089427948,0.2114862501621246,0.1896050423383712
0.8483701348304749,0.4192103743553161,0.4872720837593078
0.5435872077941895,0.6250389814376831,0.1545395255088806
0.6221612691879272,0.5762035846710205,0.9065524339675904
0.1001249253749847,0.1308412998914718,0.0200598649680614
0.8177019357681274,0.668596088886261,0.857292115688324
0.4370361268520355,0.4046577215194702,0.8422093987464905
0.2729268074035644,0.4855575263500213,0.1130257621407508
0.7425422668457031,0.7015457153320312,0.876233696937561
0.948767364025116,0.7867628335952759,0.8199436068534851
0.6580151319503784,0.6646026968955994,0.7476410865783691
0.6216737031936646,0.5822463035583496,0.7637433409690857
0.8792064189910889,0.3765245378017425,0.1064991578459739
0.5013971328735352,0.4668259024620056,0.7719365358352661
0.8278495073318481,0.7240505814552307,0.7710922956466675
0.1390538215637207,0.2231359332799911,0.1707852184772491
0.9188559651374816,0.7543224096298218,0.8112392425537109
1.0,0.1031667739152908,0.1031667739152908
0.1665638983249664,0.195547267794609,0.8298745155334473
0.8932368755340576,0.7912089228630066,0.885656476020813
0.5148796439170837,0.081155925989151,0.0416689254343509
0.8821525573730469,0.7251982688903809,0.731106162071228
0.7789546251296997,0.7380469441413879,0.8352030515670776
0.7600849866867065,0.3955282568931579,0.2416282892227172
0.6026003360748291,0.4653933644294739,0.100883662700653
0.206320971250534,0.1229046732187271,0.5717740654945374
0.4224987626075744,0.2576665878295898,0.6251195669174194
0.5974377989768982,0.910474181175232,0.3507176041603088
0.6694780588150024,0.5899346470832825,0.81141197681427
0.6127969026565552,0.5685832500457764,0.8537642955780029
0.6351926922798157,0.5640540719032288,0.8390048742294312
0.6552116274833679,0.1438284218311309,0.1573543846607208
0.8842110633850098,0.9221352338790894,0.9534759521484376
0.7831307649612427,0.6107557415962219,0.7800273895263672
0.6465847492218018,0.7189525365829468,0.7921444773674011
0.5753515958786011,0.5738477110862732,0.6402333974838257
0.8176851868629456,0.8249951601028442,0.9640548229217528
0.9903360605239868,0.3844540417194366,0.3872134089469909
0.9338700771331788,0.2321049273014068,0.2298135012388229
0.9382956624031068,0.8157860040664673,0.864271879196167
0.0819452106952667,0.2276913076639175,0.0762550085783004
0.1577848643064499,0.6049132943153381,0.092776358127594
0.7574498653411865,0.5351996421813965,0.6730855703353882
0.7394267320632935,0.3415120244026184,0.1282097399234771
0.4221206307411194,0.36741703748703,0.7891150712966919
0.8038747906684875,0.7139338850975037,0.8546060919761658
0.4901299476623535,0.8782080411911011,0.2870747745037079
0.8376350402832031,0.8222528696060181,0.8175036311149597
0.8122311234474182,0.1935513913631439,0.1509549021720886
0.1916539669036865,0.1296163946390152,0.2128612995147705
0.4862889647483825,0.1458403021097183,0.0622703582048416
0.6873623132705688,0.6018900871276855,0.5332244634628296
0.7646007537841797,0.2830994427204132,0.2764713764190674
0.8792650103569031,0.7800395488739014,0.8837053179740906
0.6615031957626343,0.6719979047775269,0.7099592685699463
0.5277106761932373,0.0907578617334365,0.0623567998409271
0.8788014054298401,0.040485143661499,0.0318810380995273
0.5933934450149536,0.5854585766792297,0.6785871386528015
0.6343955993652344,0.2336479872465133,0.1895380169153213
0.6651005744934082,0.232244536280632,0.2211323976516723
0.604576587677002,0.5317738652229309,0.7426987886428833
0.1889663338661193,0.1822989881038665,0.1423036158084869
0.4439321756362915,0.1048488169908523,0.1224592328071594
0.3781026005744934,0.3479862809181213,0.6781086325645447
0.55495685338974,0.5103718042373657,0.7292567491531372
0.4699406921863556,0.1534349769353866,0.1623495519161224
0.7589890956878662,0.6730838418006897,0.6557987928390503
0.9485540986061096,0.5977613925933838,0.6237108707427979
0.9999999403953552,0.7627161741256714,0.7627161741256714
0.1571514755487442,0.515358567237854,0.088509514927864
0.6109529137611389,0.657329797744751,0.0548453405499458
0.8676815032958984,0.7075361609458923,0.7960544228553772
0.7516311407089233,0.1644338369369506,0.1611551642417907
0.6929614543914795,0.5136024951934814,0.6197601556777954
0.0652728229761123,0.1481226682662964,0.0323166288435459
0.4005941152572632,0.5723766088485718,0.5608490109443665
0.7125861644744873,0.2426036149263382,0.1553390771150589
0.1276494562625885,0.1363697350025177,0.1667035967111587
0.827234148979187,0.1091250330209732,0.0622394531965255
0.1927916705608368,0.1066037267446518,0.1794383972883224
0.4349508285522461,0.5475580096244812,0.6082895994186401
0.7761441469192505,0.6685447096824646,0.6763347387313843
0.1648828387260437,0.2273880839347839,0.0875069350004196
0.6605757474899292,0.0823769122362136,0.0629580020904541
0.5538630485534668,0.433690071105957,0.1506439298391342
0.5616867542266846,0.4498513638973236,0.712664008140564
0.1080716401338577,0.6862673163414001,0.1471204906702041
0.8606224656105042,0.740918755531311,0.8441498279571533
0.337013304233551,0.2965421676635742,0.7623047828674316
0.2124903053045272,0.1771483868360519,0.1571746468544006
0.0851028561592102,0.0826875865459442,0.1049776971340179
0.3326522707939148,0.237410768866539,0.8432869911193848
0.0887994840741157,0.0916522443294525,0.210963100194931
0.6630157232284546,0.601641058921814,0.8412274122238159
0.6961409449577332,0.7728832960128784,0.7372605800628662
0.9172376990318298,0.7752798795700073,0.779472827911377
0.9282246232032776,0.2326445281505584,0.1868746727705001
0.5372317433357239,0.2912945747375488,0.2304814606904983
0.7799431085586548,0.0384890474379062,0.0096167344599962
0.2321406155824661,0.2200692147016525,0.5343557000160217
0.7776497602462769,0.709284782409668,0.8821471929550171
0.6313652992248535,0.4938693940639496,0.6839672327041626
0.9522451758384703,0.3888397514820099,0.3941953182220459
0.2266846597194671,0.0319321788847446,0.0711754783987999
0.8862854242324829,0.7886638641357422,0.8663008213043213
0.6612930297851562,0.6424562931060791,0.8079929947853088
0.6108149290084839,0.5985450148582458,0.2142196297645568
0.6481572389602661,0.6974374651908875,0.6801657676696777
0.6963679194450378,0.1604950129985809,0.1123418658971786
0.8730391263961792,0.7634759545326233,0.8540660738945007
0.3260810375213623,0.7156981825828552,0.3655504584312439
0.5936726927757263,0.5874229669570923,0.9832257032394408
0.7656500935554504,0.6735859513282776,0.8633861541748047
0.5788366794586182,0.2082664221525192,0.2434856444597244
0.5776282548904419,0.5498781800270081,0.5598329901695251
0.9855415225028992,0.9331052899360656,0.9245044589042664
0.7959486246109009,0.675788402557373,0.714676022529602
0.8979807496070862,0.2889420986175537,0.2758368551731109
0.921845316886902,0.7653342485427856,0.7157992720603943
1.0000001192092896,0.1483411192893982,0.1483411192893982
0.4346312880516052,0.3745147883892059,0.7614138722419739
0.4564593136310577,0.6573965549468994,0.1629437059164047
0.1377339214086532,0.082833245396614,0.0
0.6798577308654785,0.3942559957504272,0.2421987056732177
1.0,0.735855221748352,0.735855221748352
0.5780524015426636,0.661530613899231,0.1443192958831787
0.531109094619751,0.3146594166755676,0.7040325403213501
0.2657588720321655,0.2474614530801773,0.654167890548706
0.2047798931598663,0.2113326489925384,0.5597878694534302
0.9973955154418944,0.8144702911376953,0.8159096240997314
0.7341163754463196,0.635960578918457,0.8923026323318481
0.9038251638412476,0.7763066291809082,0.8346161246299744
0.0775781795382499,0.0536437444388866,0.0
0.7714771628379822,0.4591597020626068,0.5631638765335083
0.7054492235183716,0.758043646812439,0.7777831554412842
0.5592085123062134,0.3094525635242462,0.3937273323535919
0.778577446937561,0.8079328536987305,0.866811990737915
0.9989248514175416,0.5665167570114136,0.5665820240974426
0.850877583026886,0.329888254404068,0.3417844176292419
0.6660435795783997,0.5777206420898438,0.3015554547309875
0.8509899973869324,0.6517356038093567,0.7391536235809326
0.6096738576889038,0.4247177243232727,0.5184836387634277
0.3970151245594024,0.0991773903369903,0.0866549313068389
0.3407662212848663,0.0491000562906265,0.041495893150568
0.9733058214187622,0.5657984614372253,0.5683866739273071
0.1813145875930786,0.185799703001976,0.7454743385314941
0.7327349185943604,0.4467800855636596,0.6998230218887329
0.506200909614563,0.0663078725337982,0.1481717675924301
0.6367502212524414,0.6080586314201355,0.8503507971763611
0.5359959006309509,0.1594986617565155,0.0624199099838733
0.1945796310901641,0.2140399664640426,0.6659256219863892
0.4169441163539886,0.4099985659122467,0.7569524049758911
0.1893845498561859,0.1853282153606414,0.2513420879840851
0.1166446581482887,0.1183965429663658,0.276980310678482
0.0936887934803962,0.1375384628772735,0.7290265560150146
0.6949397325515747,0.2313046008348465,0.2267747968435287
0.534883975982666,0.8208701610565186,0.5315819978713989
0.9993441104888916,0.6391991376876831,0.6406946182250977
0.614446222782135,0.5484272241592407,0.7622109651565552
0.6328747272491455,0.2952401638031006,0.399812638759613
0.6122428774833679,0.1344801932573318,0.0547330304980278
0.1884940266609192,0.6536635160446167,0.1077529191970825
0.7037678956985474,0.5837453007698059,0.7404531240463257
0.6662088632583618,0.6500870585441589,0.9107764959335328
0.1187956929206848,0.1112050339579582,0.0915141701698303
0.7896578311920166,0.9627636075019836,0.7770578265190125
0.9482839107513428,0.6319342851638794,0.6624720692634583
0.804820716381073,0.1932836472988128,0.2009846270084381
0.8321821689605713,0.3602745234966278,0.3776252269744873
0.8042137026786804,0.6254234313964844,0.7889902591705322
0.5647265315055847,0.3966599702835083,0.4377819895744324
0.6294814348220825,0.3400503396987915,0.2516896724700928
0.9501259326934814,0.1018728613853454,0.1029363572597503
0.7996036410331726,0.3079969882965088,0.321409523487091
0.1650899052619934,0.1340703070163726,0.8858337998390198
0.4975908696651459,0.5112890005111694,0.7806195020675659
0.5367852449417114,0.5386404991149902,0.6861446499824524
0.052132561802864,0.0748166888952255,0.0902748107910156
0.6390591263771057,0.4904239475727081,0.6500411629676819
